pressure,conservative_temperature,absolute_salinity
390.0,14.097031,39.000042
391.0,14.094765,38.99975
392.0,14.092499,38.99946
393.0,14.090233,38.999165
394.0,14.087967,38.99887
395.0,14.085701,38.99858
396.0,14.084378,38.998375
397.0,14.083159,38.998177
398.0,14.081941,38.997982
399.0,14.080723,38.997784
400.0,14.079504,38.99759
401.0,14.078285,38.997395
402.0,14.077066,38.997196
403.0,14.075849,38.997
404.0,14.07463,38.996803
405.0,14.073411,38.99661
406.0,14.07195,38.996407
407.0,14.070384,38.996204
408.0,14.068818,38.996002
409.0,14.067252,38.9958
410.0,14.065686,38.995594
411.0,14.06412,38.99539
412.0,14.062554,38.99519
413.0,14.060989,38.994987
414.0,14.059423,38.99478
415.0,14.0578575,38.99458
416.0,14.055626,38.9942
417.0,14.053321,38.993805
418.0,14.051016,38.99341
419.0,14.048712,38.99301
420.0,14.046407,38.99262
421.0,14.044102,38.99222
422.0,14.041797,38.991825
423.0,14.039492,38.99143
424.0,14.037187,38.99103
425.0,14.034882,38.990635
426.0,14.033493,38.990395
427.0,14.032332,38.99019
428.0,14.031172,38.989986
429.0,14.030011,38.989784
430.0,14.028851,38.989582
431.0,14.02769,38.989376
432.0,14.02653,38.989174
433.0,14.02537,38.98897
434.0,14.024209,38.98877
435.0,14.023048,38.988564
436.0,14.020999,38.988262
437.0,14.018949,38.987957
438.0,14.016899,38.987656
439.0,14.014849,38.987354
440.0,14.012799,38.98705
441.0,14.010749,38.986748
442.0,14.008699,38.986443
443.0,14.006649,38.98614
444.0,14.0046,38.985836
445.0,14.002612,38.985535
446.0,14.001189,38.985237
447.0,13.999766,38.984943
448.0,13.998344,38.984646
449.0,13.996922,38.98435
450.0,13.995499,38.98405
451.0,13.994076,38.983757
452.0,13.992653,38.98346
453.0,13.99123,38.983162
454.0,13.989807,38.98287
455.0,13.988384,38.98257
456.0,13.985842,38.981964
457.0,13.983298,38.981354
458.0,13.980755,38.980747
459.0,13.978211,38.98014
460.0,13.975669,38.979534
461.0,13.973125,38.978928
462.0,13.970582,38.978317
463.0,13.9680395,38.97771
464.0,13.965496,38.977104
465.0,13.962943,38.97651
466.0,13.960298,38.976
467.0,13.957651,38.975494
468.0,13.955006,38.97499
469.0,13.95236,38.974483
470.0,13.949715,38.97398
471.0,13.947069,38.973473
472.0,13.944424,38.972965
473.0,13.941778,38.97246
474.0,13.939133,38.971954
475.0,13.936394,38.97141
476.0,13.933282,38.970707
477.0,13.93017,38.970005
478.0,13.927058,38.969303
479.0,13.923947,38.968605
480.0,13.9208355,38.967903
481.0,13.917724,38.9672
482.0,13.914613,38.9665
483.0,13.911501,38.965797
484.0,13.90839,38.965096
485.0,13.905519,38.964455
486.0,13.903607,38.964058
487.0,13.901697,38.96366
488.0,13.899786,38.96327
489.0,13.897875,38.96287
490.0,13.895965,38.962475
491.0,13.894053,38.96208
492.0,13.892142,38.96168
493.0,13.890232,38.96129
494.0,13.888321,38.96089
495.0,13.8863125,38.960464
496.0,13.883428,38.95977
497.0,13.880542,38.959076
498.0,13.877657,38.95838
499.0,13.874771,38.957687
500.0,13.871886,38.956993
501.0,13.869,38.9563
502.0,13.866116,38.9556
503.0,13.86323,38.954906
504.0,13.860345,38.954212
505.0,13.85746,38.953518
506.0,13.847162,38.950733
507.0,13.836864,38.947952
508.0,13.826568,38.945168
509.0,13.81627,38.942383
510.0,13.805973,38.939598
511.0,13.795676,38.936813
512.0,13.785379,38.93403
513.0,13.775083,38.931248
514.0,13.764786,38.928463
515.0,13.754489,38.92568
516.0,13.753323,38.9254
517.0,13.753171,38.925404
518.0,13.753019,38.925404
519.0,13.752867,38.925404
520.0,13.752715,38.925407
521.0,13.7525625,38.925407
522.0,13.752411,38.925407
523.0,13.752259,38.92541
524.0,13.752107,38.92541
525.0,13.751955,38.925415
526.0,13.75228,38.925575
527.0,13.752724,38.92578
528.0,13.753168,38.925987
529.0,13.753612,38.92619
530.0,13.754056,38.926395
531.0,13.7545,38.926598
532.0,13.754944,38.926804
533.0,13.755388,38.927006
534.0,13.755832,38.92721
535.0,13.756276,38.927414
536.0,13.751002,38.926094
537.0,13.745094,38.924603
538.0,13.739185,38.92311
539.0,13.733277,38.921623
540.0,13.727368,38.92013
541.0,13.72146,38.91864
542.0,13.715552,38.91715
543.0,13.709643,38.915657
544.0,13.703735,38.91417
545.0,13.697827,38.912678
546.0,13.694554,38.91182
547.0,13.691941,38.911118
548.0,13.689327,38.910416
549.0,13.686713,38.909714
550.0,13.6841,38.90901
551.0,13.681486,38.908306
552.0,13.678872,38.907604
553.0,13.676259,38.906902
554.0,13.673645,38.9062
555.0,13.671032,38.9055
556.0,13.671029,38.905605
557.0,13.6716795,38.905914
558.0,13.672329,38.906223
559.0,13.672979,38.906532
560.0,13.67363,38.90684
561.0,13.674279,38.90715
562.0,13.67493,38.90746
563.0,13.67558,38.90777
564.0,13.6762295,38.908077
565.0,13.67688,38.908386
566.0,13.671212,38.90688
567.0,13.6655445,38.905376
568.0,13.659878,38.90387
569.0,13.65421,38.902363
570.0,13.648543,38.900856
571.0,13.642876,38.899353
572.0,13.637209,38.897846
573.0,13.631541,38.89634
574.0,13.6258745,38.894836
575.0,13.620208,38.89333
576.0,13.614981,38.892136
577.0,13.609754,38.890945
578.0,13.6045265,38.88975
579.0,13.599299,38.888557
580.0,13.594073,38.887367
581.0,13.588846,38.886173
582.0,13.583619,38.884983
583.0,13.578393,38.88379
584.0,13.573166,38.882595
585.0,13.56794,38.881405
586.0,13.567283,38.881195
587.0,13.567134,38.881096
588.0,13.566985,38.880997
589.0,13.566836,38.880894
590.0,13.566688,38.880795
591.0,13.566539,38.880695
592.0,13.56639,38.880596
593.0,13.56624,38.880493
594.0,13.566092,38.880394
595.0,13.565943,38.880295
596.0,13.565991,38.880295
597.0,13.56604,38.8803
598.0,13.566089,38.8803
599.0,13.566137,38.8803
600.0,13.566187,38.880302
601.0,13.566236,38.880302
602.0,13.566284,38.880306
603.0,13.566333,38.880306
604.0,13.566381,38.880306
605.0,13.566062,38.88022
606.0,13.562428,38.879307
607.0,13.558794,38.87839
608.0,13.5551605,38.87748
609.0,13.551527,38.876568
610.0,13.547894,38.875652
611.0,13.54426,38.87474
612.0,13.540627,38.87383
613.0,13.536993,38.872913
614.0,13.53336,38.872
615.0,13.528964,38.87093
616.0,13.521519,38.86922
617.0,13.514074,38.86751
618.0,13.50663,38.865807
619.0,13.499186,38.864098
620.0,13.491741,38.86239
621.0,13.484297,38.860683
622.0,13.476852,38.858974
623.0,13.469408,38.857265
624.0,13.461964,38.855556
625.0,13.4560175,38.85419
626.0,13.456063,38.85419
627.0,13.456108,38.85419
628.0,13.456154,38.85419
629.0,13.456199,38.854195
630.0,13.456244,38.854195
631.0,13.456289,38.854195
632.0,13.456334,38.854195
633.0,13.45638,38.854195
634.0,13.456425,38.854195
635.0,13.456441,38.854183
636.0,13.456194,38.854084
637.0,13.455947,38.853985
638.0,13.455701,38.85389
639.0,13.455454,38.85379
640.0,13.455207,38.85369
641.0,13.45496,38.853592
642.0,13.454713,38.853493
643.0,13.454467,38.853394
644.0,13.45422,38.853294
645.0,13.453973,38.853195
646.0,13.445645,38.851185
647.0,13.437318,38.849174
648.0,13.428989,38.847168
649.0,13.420662,38.845158
650.0,13.412334,38.843147
651.0,13.404007,38.841137
652.0,13.39568,38.83913
653.0,13.387353,38.83712
654.0,13.379025,38.83511
655.0,13.370699,38.833103
656.0,13.369776,38.832905
657.0,13.368853,38.832706
658.0,13.3679285,38.83251
659.0,13.367005,38.832314
660.0,13.366082,38.83212
661.0,13.365159,38.83192
662.0,13.364236,38.831726
663.0,13.363313,38.831528
664.0,13.36239,38.831333
665.0,13.361466,38.831135
666.0,13.361323,38.831097
667.0,13.361375,38.831097
668.0,13.361426,38.831097
669.0,13.361478,38.831097
670.0,13.361528,38.831097
671.0,13.36158,38.831097
672.0,13.361631,38.8311
673.0,13.361683,38.8311
674.0,13.361734,38.8311
675.0,13.361786,38.8311
676.0,13.361837,38.8311
677.0,13.361889,38.8311
678.0,13.36194,38.8311
679.0,13.361991,38.8311
680.0,13.362042,38.8311
681.0,13.362094,38.8311
682.0,13.362145,38.8311
683.0,13.362197,38.8311
684.0,13.362248,38.831104
685.0,13.362278,38.831104
686.0,13.362224,38.831104
687.0,13.362168,38.831104
688.0,13.362114,38.831104
689.0,13.362059,38.831104
690.0,13.362004,38.831104
691.0,13.361949,38.831104
692.0,13.361895,38.831104
693.0,13.361839,38.831104
694.0,13.361784,38.831104
695.0,13.36173,38.83111
696.0,13.359081,38.830467
697.0,13.356146,38.829758
698.0,13.35321,38.82905
699.0,13.350274,38.82834
700.0,13.347339,38.827625
701.0,13.344403,38.826916
702.0,13.341468,38.826206
703.0,13.3385315,38.825497
704.0,13.335596,38.824787
705.0,13.332661,38.824078
706.0,13.323932,38.821888
707.0,13.315203,38.8197
708.0,13.306474,38.817513
709.0,13.297744,38.815323
710.0,13.289015,38.813133
711.0,13.280287,38.810947
712.0,13.271558,38.808758
713.0,13.262829,38.80657
714.0,13.2541,38.804382
715.0,13.245372,38.802193
716.0,13.244452,38.801975
717.0,13.244402,38.801975
718.0,13.24435,38.801975
719.0,13.244299,38.801975
720.0,13.244247,38.801975
721.0,13.244196,38.801975
722.0,13.244144,38.801975
723.0,13.244093,38.801975
724.0,13.244041,38.801975
725.0,13.24399,38.801975
726.0,13.244201,38.802063
727.0,13.24444,38.802162
728.0,13.2446785,38.80226
729.0,13.244918,38.802364
730.0,13.245157,38.802464
731.0,13.245397,38.802563
732.0,13.245636,38.80266
733.0,13.245875,38.80276
734.0,13.246114,38.80286
735.0,13.246353,38.80296
736.0,13.246441,38.80298
737.0,13.24649,38.80298
738.0,13.246539,38.80298
739.0,13.246589,38.80298
740.0,13.246638,38.80298
741.0,13.246688,38.80298
742.0,13.246737,38.80298
743.0,13.246786,38.80298
744.0,13.246836,38.80298
745.0,13.246884,38.80298
746.0,13.246932,38.802982
747.0,13.24698,38.802982
748.0,13.247026,38.802982
749.0,13.247074,38.802982
750.0,13.247122,38.802982
751.0,13.247169,38.802982
752.0,13.247216,38.802982
753.0,13.247264,38.802982
754.0,13.247311,38.802982
755.0,13.247358,38.802982
756.0,13.2469635,38.8028
757.0,13.246521,38.8026
758.0,13.246078,38.8024
759.0,13.245634,38.802197
760.0,13.245192,38.802
761.0,13.244748,38.801796
762.0,13.244305,38.801598
763.0,13.243861,38.801395
764.0,13.243419,38.801193
765.0,13.242975,38.800995
766.0,13.236061,38.799347
767.0,13.228428,38.79754
768.0,13.220795,38.79573
769.0,13.213161,38.79392
770.0,13.205529,38.79211
771.0,13.197896,38.790302
772.0,13.190264,38.788494
773.0,13.182631,38.786686
774.0,13.174998,38.784878
775.0,13.167365,38.78307
776.0,13.165679,38.78262
777.0,13.164654,38.782322
778.0,13.163628,38.782024
779.0,13.162602,38.781723
780.0,13.161576,38.781425
781.0,13.160551,38.781128
782.0,13.159525,38.78083
783.0,13.1585,38.780533
784.0,13.157474,38.780235
785.0,13.156448,38.779934
786.0,13.156202,38.779877
787.0,13.156152,38.779877
788.0,13.156101,38.779877
789.0,13.156051,38.779877
790.0,13.156,38.779877
791.0,13.15595,38.779877
792.0,13.155899,38.779877
793.0,13.155848,38.779877
794.0,13.155797,38.779877
795.0,13.155746,38.779877
796.0,13.155693,38.779877
797.0,13.15564,38.779877
798.0,13.155586,38.779877
799.0,13.155533,38.779877
800.0,13.1554785,38.779877
801.0,13.155425,38.779877
802.0,13.155372,38.779877
803.0,13.155318,38.779877
804.0,13.155264,38.779877
805.0,13.1552105,38.779877
806.0,13.155231,38.779877
807.0,13.155285,38.779877
808.0,13.155338,38.779877
809.0,13.155392,38.779877
810.0,13.155445,38.77988
811.0,13.1554985,38.77988
812.0,13.155552,38.77988
813.0,13.155604,38.77988
814.0,13.155658,38.77988
815.0,13.155711,38.77988
816.0,13.1557665,38.779884
817.0,13.155822,38.779884
818.0,13.155877,38.779884
819.0,13.155932,38.779884
820.0,13.155988,38.779884
821.0,13.156043,38.779884
822.0,13.156098,38.77989
823.0,13.156154,38.77989
824.0,13.156209,38.77989
825.0,13.155953,38.77977
826.0,13.155233,38.77948
827.0,13.154512,38.779186
828.0,13.153792,38.778893
829.0,13.153071,38.778603
830.0,13.152351,38.77831
831.0,13.15163,38.77802
832.0,13.15091,38.777725
833.0,13.150189,38.77743
834.0,13.149469,38.77714
835.0,13.14853,38.776806
836.0,13.145624,38.776104
837.0,13.142719,38.775402
838.0,13.139813,38.7747
839.0,13.136908,38.774
840.0,13.134003,38.773293
841.0,13.131097,38.77259
842.0,13.128192,38.77189
843.0,13.125286,38.771187
844.0,13.122381,38.77048
845.0,13.11922,38.76971
846.0,13.113758,38.768303
847.0,13.108297,38.7669
848.0,13.102836,38.76549
849.0,13.097374,38.764084
850.0,13.091912,38.76268
851.0,13.086451,38.761272
852.0,13.08099,38.75987
853.0,13.075528,38.75846
854.0,13.070067,38.757057
855.0,13.065107,38.75578
856.0,13.064662,38.75568
857.0,13.064217,38.75558
858.0,13.063772,38.75548
859.0,13.063327,38.755383
860.0,13.062881,38.75528
861.0,13.062436,38.75518
862.0,13.061991,38.75508
863.0,13.061545,38.754982
864.0,13.0611,38.754883
865.0,13.060703,38.754803
866.0,13.060744,38.7549
867.0,13.060785,38.755
868.0,13.060826,38.7551
869.0,13.060867,38.7552
870.0,13.060908,38.7553
871.0,13.060949,38.755398
872.0,13.060989,38.755497
873.0,13.06103,38.755592
874.0,13.061071,38.75569
875.0,13.061112,38.75579
876.0,13.061156,38.755802
877.0,13.061202,38.755802
878.0,13.061247,38.755802
879.0,13.061292,38.755806
880.0,13.0613365,38.755806
881.0,13.061382,38.755806
882.0,13.061427,38.755806
883.0,13.061472,38.755806
884.0,13.061517,38.755806
885.0,13.061562,38.75581
886.0,13.061534,38.755726
887.0,13.061487,38.755623
888.0,13.06144,38.75552
889.0,13.061395,38.755417
890.0,13.061348,38.755314
891.0,13.061301,38.75521
892.0,13.0612545,38.755108
893.0,13.061209,38.755005
894.0,13.061162,38.7549
895.0,13.061114,38.75481
896.0,13.061063,38.75481
897.0,13.06101,38.75481
898.0,13.060958,38.75481
899.0,13.060905,38.754814
900.0,13.060854,38.754814
901.0,13.0608015,38.754814
902.0,13.060749,38.754814
903.0,13.060697,38.754814
904.0,13.060644,38.754814
905.0,13.060602,38.754818
906.0,13.060647,38.754818
907.0,13.060692,38.754818
908.0,13.060736,38.754818
909.0,13.060781,38.754818
910.0,13.060825,38.754818
911.0,13.06087,38.754818
912.0,13.060915,38.754818
913.0,13.06096,38.754818
914.0,13.061005,38.754818
915.0,13.0610485,38.754818
916.0,13.060995,38.754818
917.0,13.060943,38.754818
918.0,13.060889,38.754818
919.0,13.060836,38.754818
920.0,13.060782,38.754818
921.0,13.060729,38.754818
922.0,13.060676,38.754818
923.0,13.060622,38.754818
924.0,13.060569,38.754818
925.0,13.060515,38.754818
926.0,13.060462,38.754818
927.0,13.060409,38.754818
928.0,13.060355,38.754818
929.0,13.060302,38.754818
930.0,13.060248,38.754818
931.0,13.060195,38.754818
932.0,13.060142,38.754818
933.0,13.060088,38.754818
934.0,13.060035,38.754818
935.0,13.059981,38.754818
936.0,13.060009,38.754818
937.0,13.060058,38.754818
938.0,13.060106,38.754818
939.0,13.060154,38.754818
940.0,13.060203,38.754818
941.0,13.060251,38.754818
942.0,13.060299,38.754818
943.0,13.060348,38.754818
944.0,13.060395,38.754818
945.0,13.060444,38.754818
946.0,13.05933,38.754543
947.0,13.058086,38.75424
948.0,13.056843,38.753933
949.0,13.0556,38.753628
950.0,13.054357,38.753326
951.0,13.053113,38.75302
952.0,13.05187,38.752716
953.0,13.050627,38.75241
954.0,13.049383,38.752106
955.0,13.048141,38.751804
956.0,13.046418,38.7513
957.0,13.044697,38.750797
958.0,13.042974,38.750294
959.0,13.041253,38.749794
960.0,13.039531,38.74929
961.0,13.037809,38.748787
962.0,13.036087,38.748287
963.0,13.034366,38.747784
964.0,13.032643,38.74728
965.0,13.030922,38.746777
966.0,13.028785,38.74627
967.0,13.026648,38.74576
968.0,13.02451,38.745255
969.0,13.022373,38.744747
970.0,13.020236,38.74424
971.0,13.018099,38.743732
972.0,13.015962,38.743225
973.0,13.013824,38.742718
974.0,13.011687,38.74221
975.0,13.009719,38.74174
976.0,13.009267,38.74164
977.0,13.008815,38.741535
978.0,13.008363,38.741436
979.0,13.007912,38.741333
980.0,13.00746,38.74123
981.0,13.007008,38.741127
982.0,13.006556,38.741024
983.0,13.0061035,38.74092
984.0,13.005652,38.740818
985.0,13.00525,38.740704
986.0,13.004965,38.740566
987.0,13.004679,38.740425
988.0,13.004394,38.740288
989.0,13.004107,38.740147
990.0,13.003822,38.74001
991.0,,
992.0,,
993.0,,
994.0,,
995.0,,
996.0,,
997.0,,
